"SRS024343.SRX019684" "SRS020539.SRX019684" "SRS020881.SRX019691" "SRS011589.SRX020669" "SRS043574.SRX020563" "SRS063514.SRX020579" "SRS045871.SRX020563" "SRS047494.SRX020687" "SRS023617.SRX019635" "SRS017653.SRX019635" "SRS016529.SRX019635" "SRS020245.SRX019635" "SRS020002.SRX019635" "SRS018088.SRX019635" "SRS016529.SRX019636" "SRS017533.SRX019635" "SRS013502.SRX019636" "SRS017653.SRX019636" "SRS017533.SRX019636" "SRS013234.SRX019639" "SRS018009.SRX019639" "SRS016343.SRX019682" "SRS016712.SRX019682" "SRS057692.SRX019682" "SRS017713.SRX019682" "SRS023746.SRX019681" "SRS020302.SRX019684" "SRS013819.SRX019684" "SRS017121.SRX019684" "SRS024637.SRX019687" "SRS017278.SRX019686" "SRS017467.SRX019687" "SRS057362.SRX019691" "SRS021496.SRX019690" "SRS020362.SRX019691" "SRS016859.SRX019692" "SRS024220.SRX019692" "SRS024277.SRX019692" "SRS016859.SRX019696" "SRS023188.SRX019692" "SRS022621.SRX019692" "SRS023188.SRX019696" "SRS019566.SRX020560" "SRS014651.SRX020560" "SRS047219.SRX020560" "SRS015174.SRX020558" "SRS014750.SRX020558" "SRS015870.SRX020558" "SRS015354.SRX020535" "SRS015560.SRX020535" "SRS016002.SRX020573" "SRS018739.SRX020522" "SRS016319.SRX020522" "SRS018985.SRX020510" "SRS018985.SRX020520" "SRS011506.SRX020660" "SRS011589.SRX020666" "SRS011484.SRX020668" "SRS014651.SRX020551" "SRS019566.SRX020551" "SRS015395.SRX020555" "SRS015117.SRX020555" "SRS042427.SRX020531" "SRS042698.SRX020576" "SRS014952.SRX020576" "SRS048709.SRX020665" "SRS065656.SRX020665" "SRS063184.SRX020542" "SRS056511.SRX020514" "SRS065544.SRX020528" "SRS053775.SRX020533" "SRS051778.SRX020514" "SRS062800.SRX020528" "SRS063776.SRX020579" "SRS064558.SRX020579" "SRS063516.SRX020579" "SRS062540.SRX020548" "SRS014271.SRX020560" "SRS022999.SRX020679" "SRS020131.SRX020680" "SRS013774.SRX020680" "SRS023434.SRX020680" "SRS023863.SRX020681" "SRS022426.SRX020680" "SRS024523.SRX020680" "SRS023500.SRX020681" "SRS048045.SRX020681" "SRS042197.SRX020681" "SRS021613.SRX020683" "SRS048045.SRX020683" "SRS062479.SRX020684" "SRS053664.SRX020684" "SRS045934.SRX020684" "SRS052128.SRX020684" "SRS047918.SRX020685" "SRS050410.SRX020685" "SRS058192.SRX020686" "SRS046383.SRX020686" "SRS042888.SRX020687" "SRS045214.SRX020687" "SRS053439.SRX020687" "SRS062575.SRX020689" "SRS011359.SRX020515" "SRS046022.SRX020533" "SRS047607.SRX020533" "SRS064261.SRX020579" "SRS023803.SRX021470" "SRS057759.SRX021470" "SRS058627.SRX021470" "SRS047149.SRX022036" "SRS023683.SRX022223" "SRS022747.SRX022226" "SRS023254.SRX022223" "SRS023118.SRX022226" "SRS045922.SRX022227" "SRS056219.SRX022227" "SRS020995.SRX022235" "SRS020653.SRX022230" "SRS021316.SRX022235" "SRS021439.SRX022239" "SRS021376.SRX022239" "SRS022303.SRX022231" "X700015199.V35.241719" "X700014529.V35.241762" "X700014411.V35.241827" "X700015463.V35.241665" "X700015088.V35.241773" "X700015722.V35.241804" "X700014929.V35.241820" "X700014410.V35.241827" "X700015462.V35.241665" "X700016318.V35.241673" "X700014928.V35.241820" "X700015264.V35.241748" "X700015087.V35.241773" "X700015998.V35.241834" "X700033165.V35.241783" "X700016062.V35.241709" "X700033760.V35.241764" "X700014528.V35.241762" "X700015198.V35.241719" "X700015132.V35.241755" "X700014732.V35.241810" "SRS018202.SRX019639" "SRS050362.SRX020560" "SRS015297.SRX020558" "SRS015231.SRX020535" "SRS015708.SRX020573" "SRS016060.SRX020573" "SRS019111.SRX020545" "SRS011456.SRX020666" "SRS011506.SRX020668" "SRS014807.SRX020555" "SRS014593.SRX020555" "SRS042643.SRX020531" "SRS054440.SRX020533" "SRS054065.SRX020533" "SRS050936.SRX020533" "SRS011161.SRX020666" "SRS063549.SRX020689" "SRS043591.SRX020518" "SRS015762.SRX020573" "SRS022558.SRX022226" "X700014972.V35.241686" "X700016153.V35.241760" "X700014577.V35.241766" "SRS024400.SRX019635" "SRS017406.SRX019635" "SRS021982.SRX019636" "SRS020002.SRX019636" "SRS018088.SRX019636" "SRS021982.SRX019635" "SRS017406.SRX019636"
"s__komagatae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__kroppenstedtii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__kuhniae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__lividum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__longum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__luteciae" 0 1.58496250072116 3.58496250072116 1 2 0 1.58496250072116 2.58496250072116 0 1.58496250072116 1 0 0 0 0 1 0 1 0 2.58496250072116 0 3 0 0 2.58496250072116 2.32192809488736 2 1.58496250072116 1.58496250072116 0 0 0 1 0 5.58496250072116 3.16992500144231 3.90689059560852 2.32192809488736 3 4 2.32192809488736 2.58496250072116 1.58496250072116 0 0 2 1 0 0 2 0 1 1 2 1 0 1 0 1.58496250072116 2 2 1.58496250072116 2.58496250072116 4.08746284125034 7.15987133677839 1.58496250072116 1 1.58496250072116 2.58496250072116 2 2.32192809488736 3.4594316186373 2.58496250072116 1.58496250072116 1 1 5.39231742277876 0 1.58496250072116 3.32192809488736 1.58496250072116 0 1 1 1.58496250072116 0 1 2.8073549220576 1 1.58496250072116 3 0 3.90689059560852 3 0 0 2 1.58496250072116 3.16992500144231 0 1 5.16992500144231 4.58496250072116 1.58496250072116 1 0 2.32192809488736 0 1.58496250072116 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 3.8073549220576 1 3.70043971814109 0 0 0 1 0 0 1.58496250072116 3 1 0 0 0 3.32192809488736 0 1 2 1.58496250072116 0 0 1 0 1.58496250072116 1.58496250072116 0 0 1 2.32192809488736 1 0 4.4594316186373 1 1 0 0 3.32192809488736 1.58496250072116 0 0 1 0 0 1.58496250072116 0
"s__luteus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__marcescens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__melaninogenica" 8.97154355395077 10.2167458581953 9.30606168942834 6.70043971814109 10.3140167039014 8.14974711950468 11.2378074737231 7.467605550083 8.90086680798075 5.20945336562895 4.52356195605701 9.00281501560705 8.5274770060604 5.24792751344359 3.8073549220576 7.34872815423108 7.68650052718322 5 7.24792751344359 7.58496250072116 8.67595703294175 8.17990909001493 2.8073549220576 2.58496250072116 7.28540221886225 5.61470984411521 6.02236781302845 7.95419631038687 8.66888498426625 9.68299458368168 6.70043971814109 6.8703647195834 5.08746284125034 8.35314682549808 9.33539035469392 8.37937836707126 7.56224242422107 7.53138146051631 8.61470984411521 8.43462822763673 8.58871463558226 8.4594316186373 8.75822321472672 7.4594316186373 9.55458885167764 8.4757334309664 9.76155123244448 10.2784494582205 8.8073549220576 8.13955135239879 9.43671154213721 8.61102479730735 8.876516946565 8.68299458368168 8.5352753766208 6.10852445677817 6.53915881110803 8.33985000288462 7.49984588708321 8.67948009950545 7.44294349584873 9.97010589061218 9.29920801838728 9.01122725542325 13.1713331958351 7.8008998999203 8.03342300153745 8.07681559705083 10.0728025345442 10.0237543532994 6.53915881110803 9.71252700043982 7.97154355395077 5.88264304936184 9.82177398197057 8.88874324889826 9.01959072835788 4.08746284125034 8.10852445677817 9.73301532168596 7.51569983828404 8.48784003382305 8.45121111183233 4.4594316186373 9.14720492494223 8.11894107272351 8.37937836707126 8.04984854945056 7 8.76155123244448 9.62388149001346 7.14974711950468 8.4178525148859 6.4262647547021 4.85798099512757 7.63662462054365 7.78135971352466 9.87190523765919 8.61838550225861 10.0861362250273 7.39231742277876 7.77478705960117 9.49785183695112 9.68650052718322 9.51372759595244 8.11374216604919 6.93073733756289 7.51569983828404 7.14974711950468 0 7.876516946565 5.4262647547021 1.58496250072116 8.14465824283188 1 4.08746284125034 2.58496250072116 2.8073549220576 5.90689059560852 4.39231742277876 4.24792751344359 7.32192809488736 5.70043971814109 5.28540221886225 8.29920801838728 7.21916852046216 6.58496250072116 4.32192809488736 6.90689059560852 10.5137275959524 4.64385618977472 6.8703647195834 6.14974711950468 5.8073549220576 4.85798099512757 8.36194377373524 8.61838550225861 9.55074678538324 8.37937836707126 7 5.97727992349992 9.68650052718322 7.99435343685886 6.59991284218713 6.89481776330794 9.98868468677217 9.34207466799914 8.45121111183233 6.7279204545632 6.70043971814109 7.18982455888002 6.94251450533924 9.55074678538324 5.7279204545632 11.3174126137649 6.2667865406949 9.82495874052852 10.1861142395416 7.58496250072116 8.47167521439204 3 9.01402047031493 3.90689059560852 8.10328780841202 10.0498485494506 6.24792751344359 4.95419631038687 6.28540221886225 9.04439411935845 8.5352753766208 5.20945336562895 9.01680828768655 6.4093909361377
"s__minor" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mirabilis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__moniliformis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__moorei" 0 0 0 0 0 1 0 0 2 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 2 0 0 0 1.58496250072116 1.58496250072116 0 2.32192809488736 1.58496250072116 2.32192809488736 1 0 0 0 2.32192809488736 1.58496250072116 1 0 0 0 2 0 0 0 0 0 3.70043971814109 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1.58496250072116 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"s__mucilaginosa" 5 3.32192809488736 4.95419631038687 4.32192809488736 6.62935662007961 5.70043971814109 7.8073549220576 7.90689059560852 4.58496250072116 7.45121111183233 5.90689059560852 1 6.08746284125034 4.52356195605701 5.32192809488736 5.20945336562895 6.10852445677817 6.94251450533924 4.90689059560852 5.49185309632967 5.90689059560852 5 7.45121111183233 2.32192809488736 6.95419631038687 6.55458885167764 6.08746284125034 6.49185309632967 5.6724253419715 5.90689059560852 6.33985000288462 5.4594316186373 4.52356195605701 2 6.24792751344359 6.64385618977472 6.85798099512757 5.78135971352466 6.74146698640115 7.12928301694497 4.24792751344359 7.55458885167764 2.32192809488736 7.36632221424582 1 8.74819284958946 8.5352753766208 7.32192809488736 4.4594316186373 8.87958324961278 7.11894107272351 3.16992500144231 6.06608919045777 8.13955135239879 8.04439411935845 5 4.4594316186373 6.55458885167764 5.4262647547021 1.58496250072116 8.4594316186373 7.21916852046216 7.14974711950468 5.7279204545632 10.7507069862249 5.55458885167764 8.7176764230664 6.12928301694497 5.97727992349992 5.08746284125034 9.0389189892923 4.16992500144231 8.67595703294175 6.39231742277876 7.53138146051631 4.90689059560852 8.40514146313634 9.13955135239879 7.67948009950545 7.02236781302845 5.75488750216347 6.55458885167764 7.21916852046216 8.44708322620965 6.62935662007961 5.39231742277876 4.95419631038687 6.95419631038687 6.20945336562895 5.4594316186373 5.58496250072116 7.96000193206808 6.64385618977472 8.55458885167764 5.8073549220576 6.55458885167764 5.7279204545632 7.5077946401987 8.16490692667569 5.90689059560852 8.2807707701306 7.24792751344359 10.3553510964248 6.02236781302845 5.16992500144231 3.8073549220576 1 1 0 1 0 0 0 1 0 0 1 0 1 0 1 0 5.70043971814109 5.32192809488736 5.97727992349992 5.16992500144231 6.10852445677817 8.4178525148859 6.71424551766612 9.85174904141606 1 1 4.08746284125034 3 2.8073549220576 3.4594316186373 5.55458885167764 9.95419631038687 6.53915881110803 8.5352753766208 6.7279204545632 5.55458885167764 9.19967234483636 7.08746284125034 3.4594316186373 7.25738784269265 5.7279204545632 3.58496250072116 5.78135971352466 5.97727992349992 4.58496250072116 6.8073549220576 5.64385618977472 5.16992500144231 4.8073549220576 6.4594316186373 6 6.10852445677817 3.70043971814109 6.71424551766612 9.13185696060879 4.24792751344359 0 1.58496250072116 6.78135971352466 9.3151495622563 5.83289001416474 5.04439411935845 5.97727992349992 5.83289001416474 3.8073549220576 5.97727992349992 5.08746284125034
"s__muciniphila" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__multacida" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__multivorum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__multocida" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__nanceiensis" 4.4594316186373 5.8073549220576 7.81378119121704 5.70043971814109 0 8.03342300153745 0 5.49185309632967 5.12928301694497 3.70043971814109 0 3.16992500144231 5.64385618977472 5.04439411935845 1 7.27612440527424 3.32192809488736 2.8073549220576 7.04439411935845 0 2 5.08746284125034 4.75488750216347 4.70043971814109 2 2.8073549220576 4.08746284125034 4.4594316186373 3.4594316186373 0 4.32192809488736 5.6724253419715 3.8073549220576 4.64385618977472 2.32192809488736 2.32192809488736 1 6.04439411935845 2 3.70043971814109 5.4594316186373 4 7.81378119121704 7.91288933622996 3 4.8073549220576 2 2.32192809488736 2.32192809488736 0 6.35755200461808 6.61470984411521 2 3.8073549220576 4.24792751344359 6.58496250072116 5.08746284125034 2.8073549220576 7.62205181945638 7.64385618977472 3.4594316186373 2.32192809488736 2.32192809488736 3.90689059560852 6.16992500144231 7.04439411935845 6.28540221886225 4.16992500144231 7.05528243550119 2.32192809488736 6.96578428466209 4.85798099512757 0 5.32192809488736 2.32192809488736 5.39231742277876 2.58496250072116 1 6.06608919045777 1 3.32192809488736 1 6.93073733756289 4.95419631038687 3.32192809488736 1.58496250072116 4.16992500144231 6.08746284125034 3 4.08746284125034 0 4.4594316186373 6.35755200461808 3.8073549220576 4.32192809488736 3 2.8073549220576 2.8073549220576 4.8073549220576 7.27612440527424 6.79441586635011 3 7.45121111183233 6.4262647547021 0 6.12928301694497 3.4594316186373 5.75488750216347 6.04439411935845 0 5.28540221886225 4.8073549220576 4.52356195605701 2.32192809488736 3 4.16992500144231 0 4.64385618977472 0 4.24792751344359 4 3.16992500144231 5.97727992349992 3.4594316186373 0 1.58496250072116 3.8073549220576 0 5.8073549220576 0 1 1.58496250072116 4.08746284125034 0 1 3.16992500144231 7.18982455888002 3.4594316186373 7.4178525148859 5.28540221886225 6.16992500144231 3.4594316186373 4.52356195605701 6.68650052718322 6.08746284125034 0 0 4.58496250072116 8.5352753766208 5.20945336562895 0 7.04439411935845 3.4594316186373 3.70043971814109 6.88264304936184 4.32192809488736 2 6.74146698640115 3 0 5.55458885167764 7.19967234483636 4.4594316186373 2.32192809488736 0 5.16992500144231 5.16992500144231 7.59991284218713 5.12928301694497 5.85798099512757 4.8073549220576 4.85798099512757 7.66533591718518
"s__nigrescens" 1 0 0 0 0 0 0 1 1 4.58496250072116 1 0 1 0 0 1 0 4.70043971814109 0 1 1.58496250072116 0 0 0 0 0 2.58496250072116 0 0 0 0 1 1 1 0 2 1.58496250072116 0 1 1.58496250072116 0 2 0 1 0 0 0 0 0 3 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 2.32192809488736 0 1.58496250072116 1 1 0 1 1 0 1.58496250072116 0 0 0 1 0 1 2 2.58496250072116 0 0 0 1 3 0 0 0 4.8073549220576 0 0 1 0 0 1 1.58496250072116 1 0 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 0 2.8073549220576 0 2.32192809488736 1.58496250072116 1.58496250072116 1.58496250072116 0 0 0 0 1 0 2.8073549220576 0 0 1 0 0 0 1 0 0 0 1.58496250072116 0 0 2.58496250072116 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
"s__noxia" 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1.58496250072116 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 1.58496250072116 2.58496250072116 0 0 1 4.58496250072116 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1.58496250072116 1 0 0 0 1 0 1 0 0 2 1.58496250072116 0 0 0 0 1 2 1 0 1 1.58496250072116 0 0 1 0 0 1.58496250072116 0 1.58496250072116 0 0 0 1.58496250072116 0 0 0 0 1.58496250072116 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 3.58496250072116 0 1 0 1 0 0 0 1.58496250072116 3.32192809488736 1 0 0 0 0 0 1.58496250072116 0 1 1 0 0 0 0 0 0 0 0
"s__ochracea" 1.58496250072116 0 0 0 1 0 2.32192809488736 0 1 1 0 0 1 0 1 1 0 1.58496250072116 0 0 1 1.58496250072116 0 0 1.58496250072116 0 0 1 0 1 0 0 2.32192809488736 0 1 1 2.8073549220576 0 2.58496250072116 1.58496250072116 1.58496250072116 1 1 0 0 0 0 0 0 1.58496250072116 0 2 1 1 0 1 0 0 0 1.58496250072116 0 0 0 0 1 0 2.32192809488736 0 2.58496250072116 0 0 0 0 1 0 0 1.58496250072116 1 2.32192809488736 0 1 0 0 1.58496250072116 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1.58496250072116 1 0 0 0 2 1 1 1 2 0 1 0 0 1 3.16992500144231 0 0 0 0 0 0 0 2.58496250072116 2.58496250072116 2.32192809488736 0 1 1 0 0 0 0 0 1.58496250072116 2.58496250072116 0 1 1 0 0 0 0 0 0 0 0 1 0 2.58496250072116 0 0 0 0 0 0 1 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116
"s__ovatus" 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
