"SRS015568.SRX020535" "SRS018507.SRX019639" "SRS017782.SRX019639" "SRS013243.SRX019639" "SRS023989.SRX019681" "SRS013195.SRX019681" "SRS018151.SRX019682" "SRS052522.SRX019682" "SRS016352.SRX019682" "SRS016718.SRX019682" "SRS016934.SRX019681" "SRS017719.SRX019682" "SRS018445.SRX019684" "SRS023752.SRX019681" "SRS020008.SRX019683" "SRS017130.SRX019684" "SRS024349.SRX019684" "SRS024406.SRX019683" "SRS017659.SRX019683" "SRS020251.SRX019683" "SRS020308.SRX019684" "SRS017539.SRX019683" "SRS053096.SRX019685" "SRS016493.SRX019684" "SRS017839.SRX019686" "SRS016464.SRX019686" "SRS024112.SRX019686" "SRS024643.SRX019687" "SRS051483.SRX019691" "SRS023932.SRX019690" "SRS020368.SRX019691" "SRS018331.SRX019691" "SRS016657.SRX019691" "SRS017953.SRX019690" "SRS024226.SRX019692" "SRS023194.SRX019696" "SRS024226.SRX019696" "SRS013466.SRX019692" "SRS013466.SRX019696" "SRS023194.SRX019692" "SRS058175.SRX020198" "SRS048090.SRX020560" "SRS014277.SRX020560" "SRS014657.SRX020560" "SRS019572.SRX020560" "SRS014432.SRX020560" "SRS015876.SRX020558" "SRS014756.SRX020558" "SRS051123.SRX020558" "SRS015180.SRX020558" "SRS019763.SRX020535" "SRS051437.SRX020535" "SRS016275.SRX020535" "SRS015360.SRX020535" "SRS015027.SRX020535" "SRS015972.SRX020535" "SRS015714.SRX020573" "SRS015522.SRX020573" "SRS016066.SRX020573" "SRS015675.SRX020573" "SRS015627.SRX020573" "SRS019900.SRX020522" "SRS016123.SRX020522" "SRS016231.SRX020522" "SRS019253.SRX020522" "SRS016325.SRX020522" "SRS018745.SRX020522" "SRS018597.SRX020522" "SRS018991.SRX020510" "SRS015923.SRX020510" "SRS018991.SRX020520" "SRS015923.SRX020520" "SRS015827.SRX020562" "SRS015464.SRX020564" "SRS011563.SRX020660" "SRS011425.SRX020666" "SRS011663.SRX020666" "SRS011563.SRX020668" "SRS011663.SRX020669" "SRS011365.SRX020515" "SRS057813.SRX020551" "SRS014432.SRX020551" "SRS014657.SRX020551" "SRS019572.SRX020551" "SRS014277.SRX020551" "SRS048090.SRX020551" "SRS014599.SRX020555" "SRS014566.SRX020555" "SRS014315.SRX020555" "SRS014913.SRX020555" "SRS056751.SRX020531" "SRS055124.SRX020531" "SRS019667.SRX020576" "SRS014257.SRX020576" "SRS047414.SRX020576" "SRS049738.SRX020576" "SRS062777.SRX020665" "SRS050412.SRX020665" "SRS045226.SRX020665" "SRS065346.SRX020665" "SRS048228.SRX020665" "SRS055203.SRX020665" "SRS054559.SRX020563" "SRS047859.SRX020529" "SRS053142.SRX020533" "SRS049634.SRX020533" "SRS058603.SRX020533" "SRS048463.SRX020514" "SRS054376.SRX020514" "SRS062851.SRX020528" "SRS065223.SRX020528" "SRS049406.SRX020514" "SRS065584.SRX020528" "SRS053756.SRX020533" "SRS065607.SRX020528" "SRS048393.SRX020533" "SRS043730.SRX020533" "SRS062601.SRX020579" "SRS064082.SRX020579" "SRS063636.SRX020579" "SRS053901.SRX020518" "SRS064226.SRX020579" "SRS051224.SRX020518" "SRS049266.SRX020518" "SRS051758.SRX020518" "SRS049313.SRX020558" "SRS016008.SRX020573" "SRS014867.SRX020558" "SRS011539.SRX020668" "SRS056932.SRX020576" "SRS056529.SRX020665" "SRS064603.SRX020542" "SRS045277.SRX020563" "SRS021559.SRX020679" "SRS021928.SRX020679" "SRS022942.SRX020679" "SRS020137.SRX020680" "SRS023440.SRX020680" "SRS024529.SRX020680" "SRS023869.SRX020680" "SRS022432.SRX020680" "SRS023506.SRX020681" "SRS057073.SRX020681" "SRS047054.SRX020681" "SRS013780.SRX020681" "SRS023005.SRX020682" "SRS022942.SRX020683" "SRS055904.SRX020683" "SRS065594.SRX020684" "SRS053920.SRX020684" "SRS058599.SRX020684" "SRS045166.SRX020685" "SRS046974.SRX020685" "SRS047712.SRX020685" "SRS045276.SRX020686" "SRS044450.SRX020686" "SRS044214.SRX020687" "SRS050152.SRX020688" "SRS048242.SRX020688" "SRS065341.SRX020689" "SRS063437.SRX020689" "SRS043392.SRX020514" "SRS058805.SRX020533" "SRS048577.SRX020514" "SRS062414.SRX020528" "SRS063935.SRX020579" "SRS046524.SRX020518" "SRS015237.SRX020535" "SRS065069.SRX020579" "SRS015303.SRX020558" "SRS024700.SRX021470" "SRS054043.SRX021470" "SRS047606.SRX021470" "SRS055927.SRX021470"
"s__celatum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__chocolatum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__cinerea" 0 8.45121111183233 0 0 0 0 0 0 0 0 0 0 7.32192809488736 0 0 0 4 0 0 0 0 0 1 0 6.93073733756289 2.8073549220576 6.37503943134692 0 1 1 0 0 4.39231742277876 2 0 1.58496250072116 0 0 0 3.16992500144231 0 4.64385618977472 4.85798099512757 6.02236781302845 0 6.39231742277876 5.32192809488736 0 0 0 0 1 0 2 3.16992500144231 0 0 7.60733031374961 0 1 0 2 8.03342300153745 2.58496250072116 0 7.467605550083 0 0 4.16992500144231 1 4.08746284125034 0 6.12928301694497 7.58496250072116 0 0 0 0 0 6.18982455888002 0 5.55458885167764 5.35755200461808 0 3.8073549220576 4.16992500144231 0 1 0 3.90689059560852 7.14974711950468 4.85798099512757 4.85798099512757 0 1.58496250072116 0 2.32192809488736 0 0 0 0 2.8073549220576 7.3037807481771 0 0 0 1 5.04439411935845 0 0 6.74146698640115 6.06608919045777 0 0 0 0 9.42206476617281 0 4.85798099512757 0 7.8703647195834 6.95419631038687 1.58496250072116 10.3674147512468 0 6.4594316186373 0 8.4797802640291 0 0 0 6.12928301694497 2.8073549220576 1 0 0 0 8.51569983828404 8.8703647195834 0 5.28540221886225 0 8.6724253419715 1 5.39231742277876 0 0 9.4093909361377 0 5.49185309632967 0 0 2.32192809488736 0 0 0 7.64385618977472 1.58496250072116 0 0 1 0 4 0 1 8.2336196767597 0 0 0 0 0 0 0 6
"s__citronellolis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__clausii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__coagulans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__coleohominis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__conglomeratum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__copri" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1.58496250072116 0 0 1 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 1.58496250072116 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 1 0 0 0 3.16992500144231 0 2.8073549220576 0 2.58496250072116 1 1.58496250072116 0 1.58496250072116 0 0 0 0 0 0 0 0 4.70043971814109 0 0 0 1 0 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1.58496250072116 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1 0 0 0 0 1.58496250072116 2.58496250072116 0 0 0 0 0 0
"s__coprophilus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__cryaerophilus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__cryoconitis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__cylindrica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__cylindroides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__D168" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__delbrueckii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__dentocariosa" 3.70043971814109 0 0 1 0 0 0 2 0 0 0 0 0 0 1.58496250072116 2.8073549220576 1 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1.58496250072116 1 2.32192809488736 0 2.32192809488736 0 1 1 1 1 1 1.58496250072116 1 0 0 0 2.32192809488736 1 0 4 0 0 2.58496250072116 2.8073549220576 1 2 0 0 0 0 3.16992500144231 0 0 0 0 0 0 1 1 0 0 1 1.58496250072116 0 1.58496250072116 1.58496250072116 0 0 0 0 1 0 0 0 0 2.58496250072116 1 0 0 1 0 2.8073549220576 0 1 2.8073549220576 1 1 2 0 0 1 0 0 2.58496250072116 1 0 1 2.32192809488736 0 0 1.58496250072116 0 0 0 0 0 0 0 0 1 1 3.4594316186373 2 0 0 1 1 0 0 0 1 2.8073549220576 0 2 0 0 1 0 2 0 0 0 0 1.58496250072116 0 0 0 0 1 1 0 1 1.58496250072116 0 3.16992500144231 0 0 0 0 0 0 0
"s__depolymerans" 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__diminuta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__diospyrosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__dispar" 7.93073733756289 3.32192809488736 6.24792751344359 5.90689059560852 5.24792751344359 6.68650052718322 1 0 6.18982455888002 0 2 3.16992500144231 3 1.58496250072116 3.58496250072116 5.20945336562895 4.16992500144231 2.8073549220576 7.04439411935845 1.58496250072116 3.32192809488736 2 2.8073549220576 1 1.58496250072116 3.32192809488736 6.76818432477693 2.58496250072116 3.90689059560852 7.91886323727459 6.59991284218713 5.58496250072116 8.37068740680722 0 4.85798099512757 0 5.35755200461808 3.32192809488736 3.90689059560852 0 4.08746284125034 10.1861142395416 5.04439411935845 2 6.94251450533924 1.58496250072116 2.8073549220576 1.58496250072116 6.94251450533924 3.70043971814109 4.8073549220576 6.22881869049588 3.32192809488736 5 0 3.70043971814109 8.12412131182919 3.90689059560852 6.8703647195834 4.58496250072116 3.4594316186373 6.35755200461808 6.49185309632967 4.75488750216347 5.90689059560852 5.16992500144231 6.85798099512757 10.5401280385821 4.75488750216347 7.876516946565 5.20945336562895 7.59245703726808 1 4.95419631038687 2.58496250072116 4.52356195605701 2.58496250072116 3.90689059560852 3 3.4594316186373 4.85798099512757 0 3.32192809488736 6.90689059560852 3.70043971814109 9.18487534290828 2 2.58496250072116 2.32192809488736 3 4.39231742277876 4.08746284125034 5.64385618977472 2.32192809488736 5.90689059560852 4.70043971814109 6.8073549220576 8.85174904141606 2 7.54689445988764 3.32192809488736 4.32192809488736 8.00562454919388 2.58496250072116 5.70043971814109 7.64385618977472 8.54303182025524 6.95419631038687 4.32192809488736 7.83289001416474 4.52356195605701 6.37503943134692 7.76818432477693 6.8703647195834 3 2.32192809488736 3.32192809488736 5.12928301694497 7.68650052718322 7.58496250072116 6.33985000288462 2 7.79441586635011 2.32192809488736 5.28540221886225 0 4.39231742277876 2.32192809488736 3.16992500144231 4.39231742277876 9.40726776424473 0 1.58496250072116 3.16992500144231 8.38370429247405 3.8073549220576 5.08746284125034 1.58496250072116 4 4.58496250072116 0 4.85798099512757 5.88264304936184 5.93073733756289 3.32192809488736 9.94544383637791 3.8073549220576 3.16992500144231 5.88264304936184 9.17741953798924 5.61470984411521 1 1 6.6724253419715 4.08746284125034 4.16992500144231 2 5.75488750216347 5.32192809488736 2.58496250072116 5.12928301694497 6.4093909361377 5.04439411935845 5.4262647547021 2.32192809488736 5.04439411935845 9.30833903013941 8.31288295528435 4.52356195605701 7.86418614465428 0 5 2 1.58496250072116
"s__dispersa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__distasonis" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__dolichum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"s__durum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 2 1.58496250072116 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2.32192809488736 1.58496250072116 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 1 0 2.32192809488736 0 0 0 0 0 1 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__echinoides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__effusa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__eggerthii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
